---------------------------------------------------------------------------------------------
Output for s3a://batch-processing-bucket/large-text-file-1.txt
---------------------------------------------------------------------------------------------
('total number of words=', 20180402)
('total number of distinct words=', 61593)
('popular_threshold_word=', 3080.0)
('common_threshold_l_word=', 29256.0)
('common_threshold_u_word=', 32337.0)
('rare_threshold_word=', 58513.0)
---------------------------------------------------------------------------------------------

Popular Words
+----+---------------+---------+
|Rank|           Word|Frequency|
|1609|          anger|     1148|
|1610|          class|     1148|
|1611|          ideas|     1148|
|1612|          shore|     1144|
|1613|          spend|     1144|
|1614|           stir|     1144|
|1615|      breakfast|     1144|
|1616|          viola|     1144|
|1617|          north|     1140|
|1618|       terrible|     1140|
|1619|       ordinary|     1140|
|1620|        patient|     1140|
|1621|           jack|     1140|
|1622|       handsome|     1140|
|1623|         whilst|     1140|
|1624|          liege|     1136|
|1625|      shoulders|     1136|
|1626|          knife|     1136|
|1627|            add|     1136|
|1628|         trying|     1136|
|1629|         buried|     1136|
|1630|   considerable|     1136|
|1631|              j|     1136|
|1632|        remains|     1136|
|1633|       prospero|     1136|
|1634|          cries|     1132|
|1635|           mary|     1132|
|1636|          forms|     1132|
|1637|              p|     1132|
|1638|     permission|     1132|
|1639|          holds|     1132|
|1640|     determined|     1128|
|1641|         senate|     1128|
|1642|          ebook|     1128|
|1643|         marcus|     1128|
|1644|         tranio|     1128|
|1645|        capulet|     1128|
|1646|           fill|     1124|
|1647|        defarge|     1124|
|1648|       dreadful|     1124|
|1649|        burning|     1124|
|1650|         temple|     1120|
|1651|         spread|     1120|
|1652|         proved|     1120|
|1653|         winter|     1120|
|1654|          beast|     1116|
|1655|        offered|     1116|
|1656|          smoke|     1116|
|1657|          knees|     1116|
|1658|          dying|     1116|
|1659|       flourish|     1116|
|1660|   particularly|     1116|
|1661|          habit|     1116|
|1662|          wives|     1116|
|1663|      woodhouse|     1116|
|1664|          fears|     1112|
|1665|         thence|     1112|
|1666|         credit|     1112|
|1667|          enjoy|     1112|
|1668|        marcius|     1112|
|1669|          maria|     1112|
|1670|   circumstance|     1112|
|1671|         houses|     1112|
|1672|        prayers|     1112|
|1673|        arrived|     1108|
|1674|           lend|     1108|
|1675|           sail|     1108|
|1676|          admit|     1108|
|1677|          drive|     1108|
|1678|       dulcinea|     1108|
|1679|          turns|     1108|
|1680|           rank|     1108|
|1681|       required|     1108|
|1682|       produced|     1108|
|1683|        express|     1104|
|1684|         fallen|     1104|
|1685|          feast|     1104|
|1686|       sicinius|     1104|
|1687|         sooner|     1104|
|1688|         stones|     1104|
|1689|         thrown|     1100|
|1690|           dies|     1100|
|1691|         divine|     1100|
|1692|        signior|     1100|
|1693|           dust|     1100|
|1694|       clifford|     1100|
|1695|          falls|     1096|
|1696|          thick|     1096|
|1697|        slender|     1096|
|1698|          raise|     1096|
|1699|         pieces|     1096|
|1700|         whales|     1096|
|1701|           farm|     1092|
|1702|         nation|     1092|
|1703|           tear|     1092|
|1704|          girls|     1092|
|1705|         cheeks|     1092|
|1706|           lion|     1088|
|1707|           jest|     1088|
|1708|          scorn|     1088|
|1709|       surprise|     1088|
|1710|     friendship|     1088|
|1711|          tower|     1088|
|1712|         wishes|     1088|
|1713|     associated|     1084|
|1714|         listen|     1084|
|1715|           ends|     1084|
|1716|        mistake|     1084|
|1717|          stage|     1084|
|1718|        beneath|     1084|
|1719|        bertram|     1084|
|1720|      interests|     1084|
|1721|          guess|     1084|
|1722|         holmes|     1084|
|1723|        quality|     1084|
|1724|         endure|     1080|
|1725|         modern|     1080|
|1726|            bow|     1080|
|1727|          panza|     1080|
|1728|      trademark|     1080|
|1729|          broad|     1080|
|1730|            cap|     1080|
|1731|         guilty|     1080|
|1732|        willing|     1080|
|1733|        madness|     1076|
|1734|      adventure|     1076|
|1735|          storm|     1076|
|1736|        prevent|     1076|
|1737|        fearful|     1072|
|1738|       somewhat|     1072|
|1739|       sentence|     1072|
|1740|      forgotten|     1072|
|1741|          paint|     1072|
|1742|         author|     1068|
|1743|         awhile|     1068|
|1744|          fifty|     1068|
|1745|        observe|     1068|
|1746|        thunder|     1068|
|1747|         search|     1068|
|1748|        earnest|     1068|
|1749|      miserable|     1068|
|1750|        monster|     1068|
|1751|      immediate|     1068|
|1752|           rare|     1068|
|1753|          ghost|     1068|
|1754|          purse|     1068|
|1755|            tea|     1064|
|1756|         lovers|     1064|
|1757|          lucio|     1064|
|1758|           knee|     1064|
|1759|          dread|     1064|
|1760|          empty|     1064|
|1761|           bore|     1064|
|1762|         flower|     1064|
|1763|          forty|     1064|
|1764|       powerful|     1064|
|1765|          awake|     1060|
|1766|      naturally|     1060|
|1767|           obey|     1060|
|1768|         humble|     1060|
|1769|          avoid|     1056|
|1770|         fairly|     1056|
|1771|         demand|     1056|
|1772|        kitchen|     1056|
|1773|      apemantus|     1056|
|1774|         flying|     1056|
|1775|         valour|     1056|
|1776|          value|     1056|
|1777|      difficult|     1052|
|1778|          month|     1052|
|1779|          style|     1052|
|1780|        parties|     1052|
|1781|          train|     1052|
|1782|         robert|     1052|
|1783|       lordship|     1048|
|1784|            box|     1048|
|1785|          owner|     1048|
|1786|       treasure|     1048|
|1787|           calm|     1048|
|1788|        colours|     1048|
|1789|          peter|     1048|
|1790|        clearly|     1048|
|1791|         duties|     1044|
|1792|     concerning|     1044|
|1793|         priest|     1044|
|1794|           mock|     1040|
|1795|        parents|     1040|
|1796|      yesterday|     1040|
|1797|          threw|     1036|
|1798|       minister|     1036|
|1799|        council|     1036|
|1800|        watched|     1036|
|1801|           wits|     1036|
|1802|           task|     1032|
|1803|          burst|     1032|
|1804|          caius|     1032|
|1805|        violent|     1032|
|1806|         bought|     1032|
|1807|      possessed|     1032|
|1808|        deserve|     1028|
|1809|            fat|     1028|
|1810|        norfolk|     1028|
|1811|      qualities|     1028|
|1812|         wholly|     1028|
|1813|        laughed|     1024|
|1814|      pleasures|     1024|
|1815|           hung|     1024|
|1816|      posthumus|     1024|
|1817|          skill|     1020|
|1818|          tired|     1020|
|1819|    consequence|     1020|
|1820|        unknown|     1020|
|1821|     discovered|     1016|
|1822|        dressed|     1016|
|1823|           arts|     1016|
|1824|         talked|     1016|
|1825|      relations|     1016|
|1826|        hanging|     1016|
|1827|        prepare|     1016|
|1828|           ajax|     1012|
|1829|          liked|     1012|
|1830|           snow|     1012|
|1831|        thither|     1012|
|1832|        tonight|     1012|
|1833|           burn|     1012|
|1834|           gift|     1012|
|1835|          pluck|     1012|
|1836|          blows|     1012|
|1837|         happen|     1012|
|1838|        wemmick|     1012|
|1839|           dogs|     1008|
|1840|           shop|     1008|
|1841|          sheep|     1008|
|1842|        growing|     1008|
|1843|     philosophy|     1008|
|1844|  consideration|     1008|
|1845|         refund|     1008|
|1846|          fools|     1008|
|1847|        freedom|     1008|
|1848|           troy|     1008|
|1849|          celia|     1008|
|1850|       whenever|     1008|
|1851|        limited|     1004|
|1852|          south|     1004|
|1853|           lack|     1004|
|1854|          grand|     1004|
|1855|          image|     1004|
|1856|         misery|     1000|
|1857|        started|     1000|
|1858|          stick|     1000|
|1859|            sum|     1000|
|1860|          space|     1000|
|1861|       mortimer|     1000|
|1862|      thersites|     1000|
|1863|       ignorant|     1000|
|1864|         partly|     1000|
|1865|        unhappy|     1000|
|1866|         closed|     1000|
|1867|       stronger|      996|
|1868|        camillo|      996|
|1869|        ireland|      996|
|1870|       attended|      992|
|1871|       exercise|      992|
|1872|          tells|      992|
|1873|        ulysses|      992|
|1874|         clouds|      992|
|1875|       promised|      992|
|1876|        provost|      992|
|1877|          sperm|      988|
|1878|     conclusion|      988|
|1879|      ignorance|      988|
|1880|           fled|      988|
|1881|          fully|      988|
|1882|          chain|      988|
|1883|          clean|      988|
|1884|        highest|      988|
|1885|        address|      984|
|1886|           cure|      984|
|1887|         madame|      984|
|1888|       malvolio|      984|
|1889|         silvia|      984|
|1890|         armado|      984|
|1891|        fellows|      984|
|1892|         formed|      984|
|1893|       original|      984|
|1894|          harry|      984|
|1895|          angel|      980|
|1896|          signs|      980|
|1897|          faint|      980|
|1898|         seated|      980|
|1899|           camp|      980|
|1900|         papers|      980|
|1901|           coat|      980|
|1902|           writ|      980|
|1903|     sufficient|      976|
|1904|       lucentio|      976|
|1905|           sigh|      976|
|1906|         female|      976|
|1907|        numbers|      976|
|1908|           bell|      976|
|1909|        hotspur|      976|
|1910|        whither|      976|
|1911|         narrow|      972|
|1912|           nice|      972|
|1913|         throat|      972|
|1914|     importance|      972|
|1915|          floor|      972|
|1916|       havisham|      972|
|1917|          witch|      972|
|1918|        covered|      968|
|1919|         nearer|      968|
|1920|       bringing|      968|
|1921|          brown|      968|
|1922|       peculiar|      968|
|1923|        colonel|      968|
|1924|         forced|      968|
|1925|         unjust|      968|
|1926|          steel|      964|
|1927|         keeper|      964|
|1928|        costard|      964|
|1929|          begun|      964|
|1930|           fury|      964|
|1931|            hit|      964|
|1932|      hortensio|      964|
|1933|       bassanio|      960|
|1934|           tent|      960|
|1935|       polonius|      960|
|1936|        require|      960|
|1937|     proportion|      960|
|1938|         abroad|      956|
|1939|        anxious|      956|
|1940|           lucy|      956|
|1941|       murderer|      956|
|1942|           tide|      956|
|1943|          diana|      952|
|1944|           drum|      952|
|1945|           mass|      952|
|1946|           milk|      952|
|1947|           bade|      952|
|1948|       goodness|      952|
|1949|         remedy|      952|
|1950|         fourth|      952|
|1951|        nations|      948|
|1952|      religious|      948|
|1953|         bodies|      948|
|1954|           hole|      948|
|1955|         wounds|      948|
|1956|         marked|      944|
|1957|         extent|      944|
|1958|        figures|      944|
|1959|          lafeu|      944|
|1960|         voices|      944|
|1961|         couple|      944|
|1962|      instantly|      944|
|1963|         pounds|      944|
|1964|          quoth|      944|
|1965|         waters|      944|
|1966|         yonder|      944|
|1967|          smell|      940|
|1968|         throne|      940|
|1969|         sacred|      940|
|1970|         glance|      940|
|1971|        greatly|      940|
|1972|           vast|      940|
|1973|      vengeance|      940|
|1974|          birds|      940|
|1975|        despair|      936|
|1976|           meat|      936|
|1977|          aware|      936|
|1978|        falling|      936|
|1979|        cabinet|      936|
|1980|         candle|      936|
|1981|         plague|      936|
|1982|   intelligence|      936|
|1983|           ride|      936|
|1984|           game|      936|
|1985|         causes|      936|
|1986|        dignity|      932|
|1987|         accept|      932|
|1988|         entire|      932|
|1989|       tomorrow|      932|
|1990|        section|      932|
|1991|      perceived|      932|
|1992|       intended|      932|
|1993|         render|      932|
|1994|         yellow|      932|
|1995|           date|      928|
|1996|        mankind|      928|
|1997|         secure|      928|
|1998|        commons|      928|
|1999|         begins|      928|
|2000|          eager|      924|
|2001|          stubb|      924|
|2002|       dashwood|      924|
|2003|          today|      924|
|2004|           sees|      924|
|2005|           vice|      924|
|2006|           rock|      924|
|2007|         fought|      924|
|2008|            owe|      924|
|2009|         unable|      924|
|2010|          daily|      920|
|2011|        similar|      920|
|2012|           firm|      920|
|2013|            odd|      920|
|2014|          knock|      920|
|2015|          ships|      920|
|2016|     resolution|      920|
|2017|          river|      920|
|2018|  understanding|      920|
|2019|       possibly|      920|
|2020|       prepared|      920|
|2021|          wings|      920|
|2022|          drunk|      916|
|2023|          merit|      916|
|2024|         seldom|      916|
|2025|    interesting|      916|
|2026|          rules|      916|
|2027|       watching|      916|
|2028|          moral|      912|
|2029|         terror|      912|
|2030|         thomas|      912|
|2031|        weeping|      912|
|2032|           wert|      912|
|2033|          apart|      908|
|2034|         defend|      908|
|2035|        estella|      908|
|2036|      suspicion|      908|
|2037|       laughing|      908|
|2038|         senses|      908|
|2039|           bred|      908|
|2040|        britain|      908|
|2041|         genius|      908|
|2042|          hadst|      908|
|2043|      committed|      908|
|2044|        treason|      908|
|2045|         simply|      904|
|2046|         solemn|      904|
|2047|         estate|      904|
|2048|         thrust|      904|
|2049|        leading|      904|
|2050|    governments|      904|
|2051|           cool|      904|
|2052|      injustice|      904|
|2053|          helen|      904|
|2054|        quietly|      904|
|2055|        windows|      904|
|2056|       absolute|      900|
|2057|        dropped|      900|
|2058|        cunning|      900|
|2059|  extraordinary|      900|
|2060|           kate|      900|
|2061|    legislative|      900|
|2062|        commend|      900|
|2063|         bianca|      900|
|2064|       friendly|      900|
|2065|        possess|      900|
|2066|         copies|      897|
|2067|          adieu|      896|
|2068|       admitted|      896|
|2069|       drinking|      896|
|2070|          ended|      896|
|2071|       moreover|      896|
|2072|         coward|      896|
|2073|           crew|      896|
|2074|       declared|      896|
|2075|           luck|      896|
|2076|           tied|      896|
|2077|      katherina|      896|
|2078|          keeps|      896|
|2079|        plainly|      896|
|2080|         poison|      896|
|2081|       congress|      896|
|2082|           rude|      896|
|2083|       aberdeen|      892|
|2084|        mention|      892|
|2085|        lorenzo|      892|
|2086|      presented|      892|
|2087|           wore|      892|
|2088|           yard|      892|
|2089|      discourse|      888|
|2090|      cymbeline|      888|
|2091|        sisters|      888|
|2092|        touched|      888|
|2093|        wanting|      888|
|2094|       republic|      888|
|2095|          troth|      888|
|2096|       ambition|      884|
|2097|            apt|      884|
|2098|         stairs|      884|
|2099|          delay|      884|
|2100|           skin|      884|
|2101|         sounds|      884|
|2102|           moth|      884|
|2103|       jealousy|      884|
|2104|          gifts|      884|
|2105|          pause|      884|
|2106|       relation|      884|
|2107|      proceeded|      884|
|2108|      desperate|      880|
|2109|         affair|      880|
|2110|       monsieur|      880|
|2111|         slight|      880|
|2112|         exeter|      880|
|2113|         obtain|      880|
|2114|       learning|      880|
|2115|           busy|      880|
|2116|      greatness|      880|
|2117|       strongly|      876|
|2118|        macduff|      876|
|2119|         scarce|      876|
|2120|          cheer|      876|
|2121|       baptista|      872|
|2122|      extremely|      872|
|2123|      katharine|      872|
|2124|            key|      872|
|2125|           seas|      872|
|2126|         brings|      872|
|2127|         phrase|      872|
|2128|        playing|      872|
|2129|          poins|      872|
|2130|       innocent|      872|
|2131|    remembrance|      872|
|2132|     palmerston|      872|
|2133|          coach|      872|
|2134|        smiling|      868|
|2135|           bank|      868|
|2136|          niece|      868|
|2137|         thrice|      868|
|2138|         kindly|      868|
|2139|        liberal|      868|
|2140|        seeming|      868|
|2141|         gently|      868|
|2142|       religion|      868|
|2143|          biddy|      868|
|2144|         tyrant|      868|
|2145|        produce|      865|
|2146|        desired|      864|
|2147|       striking|      864|
|2148|      daughters|      864|
|2149|          event|      864|
|2150|           tail|      864|
|2151|          grows|      864|
|2152|    imagination|      864|
|2153|          reads|      864|
|2154|       opinions|      864|
|2155|        younger|      864|
|2156|        distant|      860|
|2157|            doe|      860|
|2158|          drove|      860|
|2159|         effort|      860|
|2160|       sleeping|      860|
|2161|          evans|      860|
|2162|      execution|      860|
|2163|    independent|      860|
|2164|     instrument|      860|
|2165|          frame|      860|
|2166|           worn|      860|
|2167|        singing|      856|
|2168|           salt|      856|
|2169|           wake|      856|
|2170|      convinced|      856|
|2171|          irish|      856|
|2172|representatives|      856|
|2173|     reputation|      856|
|2174|        opening|      856|
|2175|         orders|      856|
|2176|         custom|      852|
|2177|        shylock|      852|
|2178|         smooth|      852|
|2179|          named|      852|
|2180|       touching|      852|
|2181|            vow|      852|
|2182|           corn|      852|
|2183|          boots|      852|
|2184|           cave|      852|
|2185|         played|      848|
|2186|       continue|      848|
|2187|          regan|      848|
|2188|       roderigo|      848|
|2189|       forehead|      848|
|2190|          cease|      848|
|2191|          heels|      848|
|2192|         hollow|      848|
|2193|     willoughby|      848|
|2194|          aaron|      844|
|2195|      creatures|      844|
|2196|       majority|      844|
|2197|       articles|      844|
|2198|         joseph|      844|
|2199|        laertes|      844|
|2200|       blessing|      844|
|2201|        gallant|      844|
|2202|           huge|      844|
|2203|       purposes|      844|
|2204|         active|      840|
|2205|           star|      840|
|2206|       likewise|      840|
|2207|        showing|      840|
|2208|            oil|      840|
|2209|          using|      840|
|2210|     remembered|      840|
|2211|        triumph|      840|
|2212|         height|      840|
|2213|   westmoreland|      840|
|2214|        destroy|      836|
|2215|           east|      836|
|2216|       superior|      836|
|2217|        dauphin|      836|
|2218|          sings|      836|
|2219|        eternal|      836|
|2220|         moving|      836|
|2221|            cat|      836|
|2222|       heavenly|      836|
|2223|          weeks|      836|
|2224|       addition|      832|
|2225|          steal|      832|
|2226|          stern|      832|
|2227|             lo|      832|
|2228|        leisure|      832|
|2229|       separate|      832|
|2230|        virtues|      832|
|2231|        trumpet|      832|
|2232|       charmian|      832|
|2233|         cloten|      832|
|2234|          waste|      832|
|2235|       discover|      828|
|2236|         deeply|      828|
|2237|       listened|      828|
|2238|         events|      828|
|2239|          lewis|      828|
|2240|         served|      828|
|2241|         vessel|      828|
|2242|      confusion|      828|
|2243|        jaggers|      828|
|2244|           park|      828|
|2245|          dozen|      824|
|2246|      surprised|      824|
|2247|            cup|      824|
|2248|       attached|      824|
|2249|        pisanio|      824|
|2250|         waited|      824|
|2251|       cominius|      824|
|2252|           race|      824|
|2253|     reasonable|      824|
|2254|        ordered|      824|
|2255|        honours|      824|
|2256|         depart|      820|
|2257|         marina|      820|
|2258|       mischief|      820|
|2259|       courtesy|      820|
|2260|          views|      820|
|2261|           path|      820|
|2262|       chivalry|      820|
|2263|         wolsey|      820|
|2264|      agamemnon|      816|
|2265|          alike|      816|
|2266|          marks|      816|
|2267|       delicate|      816|
|2268|        pointed|      816|
|2269|         inside|      816|
|2270|     remarkable|      816|
|2271|           gaze|      816|
|2272|     opposition|      816|
|2273|         chosen|      816|
|2274|        honesty|      816|
|2275|           quit|      816|
|2276|     absolutely|      812|
|2277|         square|      812|
|2278|         armour|      812|
|2279|         asking|      812|
|2280|              b|      812|
|2281|          finds|      812|
|2282|          grass|      812|
|2283|     connection|      812|
|2284|         relief|      812|
|2285|         prayer|      812|
|2286|          press|      812|
|2287|       merchant|      808|
|2288|      substance|      808|
|2289|        article|      808|
|2290|          aught|      808|
|2291|           baby|      808|
|2292|       increase|      808|
|2293|         remove|      808|
|2294|          boyet|      808|
|2295|         forest|      808|
|2296|         parted|      808|
|2297|        decided|      804|
|2298|         athens|      804|
|2299|        tongues|      804|
|2300|       carrying|      804|
|2301|         flight|      804|
|2302|          charm|      804|
|2303|      appointed|      800|
|2304|       lysander|      800|
|2305|           sold|      800|
|2306|         aspect|      800|
|2307|       faithful|      800|
|2308|       security|      800|
|2309|     completely|      800|
|2310|        jealous|      800|
|2311|        regular|      800|
|2312|         beheld|      800|
|2313|           bird|      800|
|2314|     punishment|      800|
|2315|       disposed|      796|
|2316|         crowns|      796|
|2317|         europe|      796|
|2318|      occasions|      796|
|2319|          kinds|      796|
|2320|           sand|      796|
|2321|          check|      796|
|2322|         highly|      796|
|2323|          stuff|      792|
|2324|         malice|      792|
|2325|           bawd|      792|
|2326|       features|      792|
|2327|      objection|      792|
|2328|       jennings|      792|
|2329|            lad|      792|
|2330|       gratiano|      792|
|2331|          utter|      792|
|2332|      intention|      792|
|2333|           bond|      792|
|2334|         forbid|      792|
|2335|       queequeg|      792|
|2336|     additional|      788|
|2337|            aim|      788|
|2338|        shortly|      788|
|2339|      expressed|      788|
|2340|         fierce|      788|
|2341|        suspect|      788|
|2342|           thin|      788|
|2343|         savage|      788|
|2344|            pen|      788|
|2345|          percy|      788|
|2346|           ruin|      788|
|2347|       painting|      788|
|2348|     yourselves|      788|
|2349|     archbishop|      784|
|2350|           list|      784|
|2351|       socrates|      784|
|2352|          arise|      784|
|2353|        escalus|      784|
|2354|       familiar|      784|
|2355|        mounted|      784|
|2356|          lands|      784|
|2357|          bride|      784|
|2358|        british|      784|
|2359|        capable|      784|
|2360|         poetry|      784|
|2361|      constable|      784|
|2362|         rivers|      784|
|2363|            wet|      784|
|2364|        wounded|      784|
|2365|         slaves|      780|
|2366|       sometime|      780|
|2367|       evidence|      780|
|2368|      evidently|      780|
|2369|          fatal|      780|
|2370|    legislature|      780|
|2371|        seeking|      780|
|2372|        shadows|      780|
|2373|           shed|      780|
|2374|       breaking|      780|
|2375|           pipe|      780|
|2376|         voyage|      780|
|2377|     convention|      780|
|2378|     impression|      780|
|2379|            org|      780|
|2380|          hoped|      780|
|2381|     admiration|      776|
|2382|            bar|      776|
|2383|         nights|      776|
|2384|          brook|      776|
|2385|           cade|      776|
|2386|       infinite|      776|
|2387|          rooms|      776|
|2388|          fruit|      776|
|2389|         hermia|      776|
|2390|       actually|      772|
|2391|           mile|      772|
|2392|    established|      772|
|2393|       mountain|      772|
|2394|         swords|      772|
|2395|         season|      772|
|2396|        setting|      772|
|2397|       persuade|      772|
|2398|        control|      772|
|2399|     reflection|      772|
|2400|      behaviour|      772|
|2401|         bishop|      772|
|2402|      churchill|      772|
|2403|           wash|      772|
|2404|       previous|      769|
|2405|           dick|      768|
|2406|         domain|      768|
|2407|          aloud|      768|
|2408|       anywhere|      768|
|2409|          elder|      768|
|2410|         member|      768|
|2411|      curiosity|      768|
|2412|          notes|      768|
|2413|       sensible|      768|
|2414|         grumio|      768|
|2415|         beggar|      768|
|2416|        iachimo|      768|
|2417|         lights|      764|
|2418|         beaten|      764|
|2419|    explanation|      764|
|2420|          thief|      764|
|2421|         goodly|      764|
|2422|           hail|      764|
|2423|        victory|      764|
|2424|          cloud|      764|
|2425|      provision|      764|
|2426|            web|      761|
|2427|   distributing|      760|
|2428|        divided|      760|
|2429|       meantime|      760|
|2430|          crowd|      760|
|2431|       maintain|      760|
|2432|       numerous|      760|
|2433|          ocean|      760|
|2434|         utmost|      760|
|2435|      community|      760|
|2436|           aged|      756|
|2437|         needed|      756|
|2438|        senator|      756|
|2439|         burden|      756|
|2440|        popular|      756|
|2441|            foe|      756|
|2442|        outward|      756|
|2443|          hurry|      756|
|2444|   distribution|      752|
|2445|        advance|      752|
|2446|         martin|      752|
|2447|      monstrous|      752|
|2448|         lifted|      752|
|2449|      listening|      752|
|2450|       bachelor|      752|
|2451|        science|      752|
|2452|         bridge|      752|
|2453|          rogue|      752|
|2454|         hubert|      752|
|2455|        whereof|      752|
|2456|          winds|      752|
|2457|         wrongs|      752|
|2458|          derby|      748|
|2459|         dreams|      748|
|2460|        stories|      748|
|2461|         courts|      748|
|2462|         crying|      748|
|2463|       shouldst|      748|
|2464|          error|      748|
|2465|           fain|      748|
|2466|          naked|      748|
|2467|        venture|      748|
|2468|         comply|      748|
|2469|         county|      748|
|2470|       remarked|      748|
|2471|           foes|      748|
|2472|         ebooks|      746|
|2473|         denied|      744|
|2474|       disgrace|      744|
|2475|           ages|      744|
|2476|      aguecheek|      744|
|2477|        efforts|      744|
|2478|        stanley|      744|
|2479|           debt|      744|
|2480|          shoes|      744|
|2481|          sighs|      744|
|2482|         social|      744|
|2483|       aufidius|      744|
|2484|           aunt|      744|
|2485|           envy|      744|
|2486|        filippo|      744|
|2487|         saddle|      744|
|2488|         safely|      744|
|2489|          saved|      744|
|2490|         gremio|      744|
|2491|     companions|      744|
|2492|       rosaline|      744|
|2493|        charity|      744|
|2494|          chase|      744|
|2495|          wrath|      744|
|2496|        america|      740|
|2497|        dearest|      740|
|2498|           sore|      740|
|2499|          spain|      740|
|2500|         barber|      740|
|2501|        expense|      740|
|2502|         feeble|      740|
|2503|         fields|      740|
|2504|          oaths|      740|
|2505|      carefully|      740|
|2506|            rid|      740|
|2507|          boats|      740|
|2508|          prize|      740|
|2509|       weakness|      740|
|2510|       measures|      736|
|2511|          mount|      736|
|2512|           term|      736|
|2513|         sailor|      736|
|2514|      connected|      736|
|2515|          cloak|      736|
|2516|         medium|      732|
|2517|        message|      732|
|2518|         deadly|      732|
|2519|      delivered|      732|
|2520|          ariel|      732|
|2521|        offices|      732|
|2522|            jew|      732|
|2523|        breathe|      732|
|2524|         philip|      732|
|2525|           veil|      732|
|2526|         refuse|      732|
|2527|        benefit|      732|
|2528|       trumpets|      732|
|2529|       accepted|      728|
|2530|        adriana|      728|
|2531|           amen|      728|
|2532|     lieutenant|      728|
|2533|           lust|      728|
|2534|     throughout|      728|
|2535|       troubled|      728|
|2536|      president|      728|
|2537|           acts|      724|
|2538|       military|      724|
|2539|       stephano|      724|
|2540|      somewhere|      724|
|2541|   nevertheless|      724|
|2542|     touchstone|      724|
|2543|         lawful|      724|
|2544|         seized|      724|
|2545|          gross|      724|
|2546|         remark|      724|
|2547|       preserve|      724|
|2548|        pursued|      724|
|2549|         depend|      720|
|2550|      agreeable|      720|
|2551|       election|      720|
|2552|         native|      720|
|2553|           keen|      720|
|2554|        perform|      720|
|2555|      rocinante|      720|
|2556|       progress|      720|
|2557|     adventures|      716|
|2558|         marble|      716|
|2559|           mama|      716|
|2560|        explain|      716|
|2561|          swore|      716|
|2562|       burgundy|      716|
|2563|        granted|      716|
|2564|         verses|      716|
|2565|        hearted|      716|
|2566|    description|      712|
|2567|         afford|      712|
|2568|         driven|      712|
|2569|          stock|      712|
|2570|        extreme|      712|
|2571|         tamora|      712|
|2572|           seal|      712|
|2573|      commanded|      712|
|2574|         intent|      712|
|2575|       fluellen|      712|
|2576|          abuse|      708|
|2577|          store|      708|
|2578|        supreme|      708|
|2579|       occurred|      708|
|2580|         joined|      708|
|2581|           sell|      708|
|2582|        shining|      708|
|2583|       glorious|      708|
|2584|        portion|      708|
|2585|         wanton|      708|
|2586|        ophelia|      708|
|2587|          pound|      708|
|2588|         profit|      708|
|2589|         angels|      704|
|2590|         strain|      704|
|2591|       struggle|      704|
|2592|      suffering|      704|
|2593|          cover|      704|
|2594|         killed|      704|
|2595|      sacrifice|      704|
|2596|        careful|      704|
|2597|        treated|      704|
|2598|          cloth|      704|
|2599|   handkerchief|      704|
|2600|       princely|      704|
|2601|          wench|      704|
|2602|         supply|      700|
|2603|         arthur|      700|
|2604|          nails|      700|
|2605|         scheme|      700|
|2606|     complexion|      700|
|2607|       included|      700|
|2608|         belief|      700|
|2609|         handed|      700|
|2610|          hated|      700|
|2611|      prisoners|      700|
|2612|         aeneas|      696|
|2613|           mast|      696|
|2614|       midnight|      696|
|2615|          staff|      696|
|2616|              m|      696|
|2617|           lean|      696|
|2618|         breach|      696|
|2619|           gown|      696|
|2620|          guest|      696|
|2621|         jaques|      696|
|2622|       richmond|      696|
|2623|         bottle|      696|
|2624|        happily|      696|
|2625|          hills|      696|
|2626|      principal|      696|
|2627|           edge|      692|
|2628|        defence|      692|
|2629|      lancaster|      692|
|2630|   intellectual|      692|
|2631|          flies|      692|
|2632|            gay|      692|
|2633|           wast|      692|
|2634|       diomedes|      688|
|2635|      delighted|      688|
|2636|       becoming|      688|
|2637|         notion|      688|
|2638|           jove|      688|
|2639|           runs|      688|
|2640|     collection|      688|
|2641|        refused|      688|
|2642|          gaunt|      688|
|2643|           http|      688|
|2644|      departure|      684|
|2645|       distinct|      684|
|2646|       division|      684|
|2647|         eating|      684|
|2648|      ministers|      684|
|2649|       montague|      684|
|2650|       suffered|      684|
|2651|          local|      684|
|2652|         softly|      684|
|2653|         lately|      684|
|2654|        usually|      684|
|2655|        visible|      684|
|2656|          italy|      684|
|2657|        beloved|      684|
|2658|         branch|      684|
|2659|          trick|      684|
|2660|          clock|      684|
|2661|       directed|      680|
|2662|       mistaken|      680|
|2663|       entrance|      680|
|2664|        mystery|      680|
|2665|      persuaded|      680|
|2666|         plenty|      680|
|2667|          wales|      680|
|2668|           cook|      680|
|2669|         begged|      680|
|2670|          flood|      680|
|2671|         gained|      680|
|2672|           pace|      680|
|2673|        changes|      680|
|2674|        harmony|      680|
|2675|          price|      680|
|2676|       distress|      676|
|2677|         amount|      676|
|2678|        dancing|      676|
|2679|           size|      676|
|2680|      neighbour|      676|
|2681|          built|      676|
|2682|         useful|      676|
|2683|          james|      676|
|2684|         reward|      676|
|2685|     frequently|      676|
|2686|         clever|      676|
|2687|            hid|      676|
|2688|        hurried|      676|
|2689|           puts|      676|
|2690|        wedding|      676|
|2691|       advanced|      672|
|2692|         alarum|      672|
|2693|         market|      672|
|2694|         sunday|      672|
